timestamp,eye_rub_first_hand_report,eye_rub_first_hand_count,eye_rub_first_hand_durations,|,eye_rub_second_hand_report,eye_rub_second_hand_count,eye_rub_second_hand_durations,|,flicker_report,flicker_count,|,micro_sleep_report,micro_sleep_count,micro_sleep_durations,|,pitch_report,pitch_count,pitch_durations,|,yawn_report,yawn_count,yawn_durations
2025-06-30 22:07:36,False,0,[],|,False,0,[],|,True,18,|,False,0,[],|,False,Counting pitches...,[],|,False,Counting yawns... 1.0 seconds remaining.,[]
2025-06-30 22:07:37,False,0,[],|,False,0,[],|,False,Counting flickers... 59.0 seconds remaining.,|,False,0,[],|,False,Counting pitches...,[],|,True,0,[]
2025-06-30 22:08:09,False,0,[],|,False,0,[],|,False,Counting flickers... 27.0 seconds remaining.,|,False,0,[],|,True,4,"['1 pitch: 4.0 seconds', '2 pitch: 5.0 seconds', '3 pitch: 6.0 seconds', '4 pitch: 3.0 seconds']",|,False,Counting yawns... 148.0 seconds remaining.,[]
2025-06-30 22:08:36,False,0,[],|,False,0,[],|,True,24,|,False,0,[],|,False,Counting pitches...,[],|,False,Counting yawns... 121.0 seconds remaining.,[]
2025-06-30 22:09:25,False,0,[],|,False,0,[],|,False,0,|,True,5,"['1 micro sleep: 2.0 seconds', '2 micro sleep: 2.0 seconds', '3 micro sleep: 2.0 seconds', '4 micro sleep: 3.0 seconds', '5 micro sleep: 2.0 seconds']",|,False,Counting pitches...,[],|,False,Counting yawns... 72.0 seconds remaining.,[]
2025-06-30 22:09:35,False,0,[],|,False,0,[],|,True,30,|,False,0,[],|,False,Counting pitches...,[],|,False,Counting yawns... 62.0 seconds remaining.,[]
2025-06-30 22:09:37,True,0,[],|,True,0,[],|,False,Counting flickers... 58.0 seconds remaining.,|,False,0,[],|,False,Counting pitches...,[],|,False,Counting yawns... 60.0 seconds remaining.,[]
2025-06-30 22:09:58,False,0,[],|,False,0,[],|,False,Counting flickers... 37.0 seconds remaining.,|,False,0,[],|,True,5,"['1 pitch: 4.0 seconds', '2 pitch: 5.0 seconds', '3 pitch: 6.0 seconds', '4 pitch: 3.0 seconds', '5 pitch: 11.0 seconds']",|,False,Counting yawns... 39.0 seconds remaining.,[]
2025-06-30 22:10:10,False,0,[],|,False,0,[],|,False,Counting flickers... 25.0 seconds remaining.,|,False,0,[],|,True,6,"['1 pitch: 4.0 seconds', '2 pitch: 5.0 seconds', '3 pitch: 6.0 seconds', '4 pitch: 3.0 seconds', '5 pitch: 11.0 seconds', '6 pitch: 5.0 seconds']",|,False,Counting yawns... 27.0 seconds remaining.,[]
2025-06-30 22:10:35,False,0,[],|,False,0,[],|,True,30,|,False,0,[],|,False,Counting pitches...,[],|,False,Counting yawns... 2.0 seconds remaining.,[]
2025-06-30 22:10:37,False,0,[],|,False,0,[],|,False,Counting flickers... 58.0 seconds remaining.,|,False,0,[],|,False,Counting pitches...,[],|,True,0,[]
2025-06-30 22:10:49,False,0,[],|,False,0,[],|,False,Counting flickers... 45.0 seconds remaining.,|,False,0,[],|,True,7,"['1 pitch: 4.0 seconds', '2 pitch: 5.0 seconds', '3 pitch: 6.0 seconds', '4 pitch: 3.0 seconds', '5 pitch: 11.0 seconds', '6 pitch: 5.0 seconds', '7 pitch: 12.0 seconds']",|,False,Counting yawns... 167.0 seconds remaining.,[]
2025-06-30 22:11:01,False,0,[],|,False,0,[],|,False,Counting flickers... 34.0 seconds remaining.,|,False,0,[],|,True,8,"['1 pitch: 4.0 seconds', '2 pitch: 5.0 seconds', '3 pitch: 6.0 seconds', '4 pitch: 3.0 seconds', '5 pitch: 11.0 seconds', '6 pitch: 5.0 seconds', '7 pitch: 12.0 seconds', '8 pitch: 12.0 seconds']",|,False,Counting yawns... 155.0 seconds remaining.,[]
2025-06-30 22:11:34,False,0,[],|,False,0,[],|,True,34,|,False,0,[],|,False,Counting pitches...,[],|,False,Counting yawns... 122.0 seconds remaining.,[]
2025-06-30 22:11:37,False,0,[],|,False,0,[],|,False,Counting flickers... 57.0 seconds remaining.,|,False,0,[],|,True,9,"['1 pitch: 4.0 seconds', '2 pitch: 5.0 seconds', '3 pitch: 6.0 seconds', '4 pitch: 3.0 seconds', '5 pitch: 11.0 seconds', '6 pitch: 5.0 seconds', '7 pitch: 12.0 seconds', '8 pitch: 12.0 seconds', '9 pitch: 4.0 seconds']",|,False,Counting yawns... 120.0 seconds remaining.,[]
2025-06-30 22:11:46,False,0,[],|,False,0,[],|,False,Counting flickers... 48.0 seconds remaining.,|,False,0,[],|,True,10,"['1 pitch: 4.0 seconds', '2 pitch: 5.0 seconds', '3 pitch: 6.0 seconds', '4 pitch: 3.0 seconds', '5 pitch: 11.0 seconds', '6 pitch: 5.0 seconds', '7 pitch: 12.0 seconds', '8 pitch: 12.0 seconds', '9 pitch: 4.0 seconds', '10 pitch: 3.0 seconds']",|,False,Counting yawns... 110.0 seconds remaining.,[]
2025-06-30 22:11:57,False,0,[],|,False,0,[],|,False,Counting flickers... 37.0 seconds remaining.,|,False,0,[],|,True,11,"['1 pitch: 4.0 seconds', '2 pitch: 5.0 seconds', '3 pitch: 6.0 seconds', '4 pitch: 3.0 seconds', '5 pitch: 11.0 seconds', '6 pitch: 5.0 seconds', '7 pitch: 12.0 seconds', '8 pitch: 12.0 seconds', '9 pitch: 4.0 seconds', '10 pitch: 3.0 seconds', '11 pitch: 4.0 seconds']",|,False,Counting yawns... 99.0 seconds remaining.,[]
2025-06-30 22:12:16,False,0,[],|,False,0,[],|,False,Counting flickers... 18.0 seconds remaining.,|,False,0,[],|,True,12,"['1 pitch: 4.0 seconds', '2 pitch: 5.0 seconds', '3 pitch: 6.0 seconds', '4 pitch: 3.0 seconds', '5 pitch: 11.0 seconds', '6 pitch: 5.0 seconds', '7 pitch: 12.0 seconds', '8 pitch: 12.0 seconds', '9 pitch: 4.0 seconds', '10 pitch: 3.0 seconds', '11 pitch: 4.0 seconds', '12 pitch: 3.0 seconds']",|,False,Counting yawns... 80.0 seconds remaining.,[]
2025-06-30 22:12:34,False,0,[],|,False,0,[],|,True,31,|,False,0,[],|,False,Counting pitches...,[],|,False,Counting yawns... 63.0 seconds remaining.,[]
2025-06-30 22:12:45,False,0,[],|,False,0,[],|,False,Counting flickers... 49.0 seconds remaining.,|,False,0,[],|,True,13,"['1 pitch: 4.0 seconds', '2 pitch: 5.0 seconds', '3 pitch: 6.0 seconds', '4 pitch: 3.0 seconds', '5 pitch: 11.0 seconds', '6 pitch: 5.0 seconds', '7 pitch: 12.0 seconds', '8 pitch: 12.0 seconds', '9 pitch: 4.0 seconds', '10 pitch: 3.0 seconds', '11 pitch: 4.0 seconds', '12 pitch: 3.0 seconds', '13 pitch: 5.0 seconds']",|,False,Counting yawns... 52.0 seconds remaining.,[]
2025-06-30 22:12:50,False,0,[],|,False,0,[],|,False,0,|,True,6,"['1 micro sleep: 2.0 seconds', '2 micro sleep: 2.0 seconds', '3 micro sleep: 2.0 seconds', '4 micro sleep: 3.0 seconds', '5 micro sleep: 2.0 seconds', '6 micro sleep: 3.0 seconds']",|,False,Counting pitches...,[],|,False,Counting yawns... 46.0 seconds remaining.,[]
2025-06-30 22:12:52,False,0,[],|,False,0,[],|,False,0,|,True,7,"['1 micro sleep: 2.0 seconds', '2 micro sleep: 2.0 seconds', '3 micro sleep: 2.0 seconds', '4 micro sleep: 3.0 seconds', '5 micro sleep: 2.0 seconds', '6 micro sleep: 3.0 seconds', '7 micro sleep: 2.0 seconds']",|,False,Counting pitches...,[],|,False,Counting yawns... 44.0 seconds remaining.,[]
2025-06-30 22:12:58,False,0,[],|,False,0,[],|,False,0,|,True,8,"['1 micro sleep: 2.0 seconds', '2 micro sleep: 2.0 seconds', '3 micro sleep: 2.0 seconds', '4 micro sleep: 3.0 seconds', '5 micro sleep: 2.0 seconds', '6 micro sleep: 3.0 seconds', '7 micro sleep: 2.0 seconds', '8 micro sleep: 3.0 seconds']",|,False,Counting pitches...,[],|,False,Counting yawns... 38.0 seconds remaining.,[]
2025-06-30 22:13:02,False,0,[],|,False,0,[],|,False,Counting flickers... 32.0 seconds remaining.,|,False,0,[],|,True,14,"['1 pitch: 4.0 seconds', '2 pitch: 5.0 seconds', '3 pitch: 6.0 seconds', '4 pitch: 3.0 seconds', '5 pitch: 11.0 seconds', '6 pitch: 5.0 seconds', '7 pitch: 12.0 seconds', '8 pitch: 12.0 seconds', '9 pitch: 4.0 seconds', '10 pitch: 3.0 seconds', '11 pitch: 4.0 seconds', '12 pitch: 3.0 seconds', '13 pitch: 5.0 seconds', '14 pitch: 13.0 seconds']",|,False,Counting yawns... 35.0 seconds remaining.,[]
2025-06-30 22:13:05,False,0,[],|,False,0,[],|,False,0,|,True,9,"['1 micro sleep: 2.0 seconds', '2 micro sleep: 2.0 seconds', '3 micro sleep: 2.0 seconds', '4 micro sleep: 3.0 seconds', '5 micro sleep: 2.0 seconds', '6 micro sleep: 3.0 seconds', '7 micro sleep: 2.0 seconds', '8 micro sleep: 3.0 seconds', '9 micro sleep: 4.0 seconds']",|,False,Counting pitches...,[],|,False,Counting yawns... 32.0 seconds remaining.,[]
2025-06-30 22:13:07,False,0,[],|,False,0,[],|,False,Counting flickers... 27.0 seconds remaining.,|,False,0,[],|,True,15,"['1 pitch: 4.0 seconds', '2 pitch: 5.0 seconds', '3 pitch: 6.0 seconds', '4 pitch: 3.0 seconds', '5 pitch: 11.0 seconds', '6 pitch: 5.0 seconds', '7 pitch: 12.0 seconds', '8 pitch: 12.0 seconds', '9 pitch: 4.0 seconds', '10 pitch: 3.0 seconds', '11 pitch: 4.0 seconds', '12 pitch: 3.0 seconds', '13 pitch: 5.0 seconds', '14 pitch: 13.0 seconds', '15 pitch: 4.0 seconds']",|,False,Counting yawns... 30.0 seconds remaining.,[]
2025-06-30 22:13:17,False,0,[],|,False,0,[],|,False,Counting flickers... 16.0 seconds remaining.,|,False,0,[],|,True,16,"['1 pitch: 4.0 seconds', '2 pitch: 5.0 seconds', '3 pitch: 6.0 seconds', '4 pitch: 3.0 seconds', '5 pitch: 11.0 seconds', '6 pitch: 5.0 seconds', '7 pitch: 12.0 seconds', '8 pitch: 12.0 seconds', '9 pitch: 4.0 seconds', '10 pitch: 3.0 seconds', '11 pitch: 4.0 seconds', '12 pitch: 3.0 seconds', '13 pitch: 5.0 seconds', '14 pitch: 13.0 seconds', '15 pitch: 4.0 seconds', '16 pitch: 6.0 seconds']",|,False,Counting yawns... 19.0 seconds remaining.,[]
2025-06-30 22:13:33,False,0,[],|,False,0,[],|,True,34,|,False,0,[],|,False,Counting pitches...,[],|,False,Counting yawns... 3.0 seconds remaining.,[]
2025-06-30 22:13:36,False,0,[],|,False,0,[],|,False,Counting flickers... 57.0 seconds remaining.,|,False,0,[],|,False,Counting pitches...,[],|,True,0,[]
2025-06-30 22:13:53,False,0,[],|,False,0,[],|,False,Counting flickers... 41.0 seconds remaining.,|,False,0,[],|,True,17,"['1 pitch: 4.0 seconds', '2 pitch: 5.0 seconds', '3 pitch: 6.0 seconds', '4 pitch: 3.0 seconds', '5 pitch: 11.0 seconds', '6 pitch: 5.0 seconds', '7 pitch: 12.0 seconds', '8 pitch: 12.0 seconds', '9 pitch: 4.0 seconds', '10 pitch: 3.0 seconds', '11 pitch: 4.0 seconds', '12 pitch: 3.0 seconds', '13 pitch: 5.0 seconds', '14 pitch: 13.0 seconds', '15 pitch: 4.0 seconds', '16 pitch: 6.0 seconds', '17 pitch: 5.0 seconds']",|,False,Counting yawns... 163.0 seconds remaining.,[]
2025-06-30 22:14:09,False,0,[],|,False,0,[],|,False,Counting flickers... 25.0 seconds remaining.,|,False,0,[],|,True,18,"['1 pitch: 4.0 seconds', '2 pitch: 5.0 seconds', '3 pitch: 6.0 seconds', '4 pitch: 3.0 seconds', '5 pitch: 11.0 seconds', '6 pitch: 5.0 seconds', '7 pitch: 12.0 seconds', '8 pitch: 12.0 seconds', '9 pitch: 4.0 seconds', '10 pitch: 3.0 seconds', '11 pitch: 4.0 seconds', '12 pitch: 3.0 seconds', '13 pitch: 5.0 seconds', '14 pitch: 13.0 seconds', '15 pitch: 4.0 seconds', '16 pitch: 6.0 seconds', '17 pitch: 5.0 seconds', '18 pitch: 10.0 seconds']",|,False,Counting yawns... 147.0 seconds remaining.,[]
2025-06-30 22:14:21,False,0,[],|,False,0,[],|,False,0,|,True,10,"['1 micro sleep: 2.0 seconds', '2 micro sleep: 2.0 seconds', '3 micro sleep: 2.0 seconds', '4 micro sleep: 3.0 seconds', '5 micro sleep: 2.0 seconds', '6 micro sleep: 3.0 seconds', '7 micro sleep: 2.0 seconds', '8 micro sleep: 3.0 seconds', '9 micro sleep: 4.0 seconds', '10 micro sleep: 3.0 seconds']",|,False,Counting pitches...,[],|,False,Counting yawns... 135.0 seconds remaining.,[]
2025-06-30 22:14:32,False,0,[],|,False,0,[],|,False,Counting flickers... 2.0 seconds remaining.,|,False,0,[],|,True,19,"['1 pitch: 4.0 seconds', '2 pitch: 5.0 seconds', '3 pitch: 6.0 seconds', '4 pitch: 3.0 seconds', '5 pitch: 11.0 seconds', '6 pitch: 5.0 seconds', '7 pitch: 12.0 seconds', '8 pitch: 12.0 seconds', '9 pitch: 4.0 seconds', '10 pitch: 3.0 seconds', '11 pitch: 4.0 seconds', '12 pitch: 3.0 seconds', '13 pitch: 5.0 seconds', '14 pitch: 13.0 seconds', '15 pitch: 4.0 seconds', '16 pitch: 6.0 seconds', '17 pitch: 5.0 seconds', '18 pitch: 10.0 seconds', '19 pitch: 13.0 seconds']",|,False,Counting yawns... 125.0 seconds remaining.,[]
2025-06-30 22:14:33,False,0,[],|,False,0,[],|,True,35,|,False,0,[],|,False,Counting pitches...,[],|,False,Counting yawns... 123.0 seconds remaining.,[]
2025-06-30 22:14:37,True,1,['1 left eye rub: 2.0 seconds'],|,True,0,[],|,False,Counting flickers... 57.0 seconds remaining.,|,False,0,[],|,False,Counting pitches...,[],|,False,Counting yawns... 120.0 seconds remaining.,[]
2025-06-30 22:14:49,False,0,[],|,False,0,[],|,False,Counting flickers... 44.0 seconds remaining.,|,False,0,[],|,True,20,"['1 pitch: 4.0 seconds', '2 pitch: 5.0 seconds', '3 pitch: 6.0 seconds', '4 pitch: 3.0 seconds', '5 pitch: 11.0 seconds', '6 pitch: 5.0 seconds', '7 pitch: 12.0 seconds', '8 pitch: 12.0 seconds', '9 pitch: 4.0 seconds', '10 pitch: 3.0 seconds', '11 pitch: 4.0 seconds', '12 pitch: 3.0 seconds', '13 pitch: 5.0 seconds', '14 pitch: 13.0 seconds', '15 pitch: 4.0 seconds', '16 pitch: 6.0 seconds', '17 pitch: 5.0 seconds', '18 pitch: 10.0 seconds', '19 pitch: 13.0 seconds', '20 pitch: 4.0 seconds']",|,False,Counting yawns... 107.0 seconds remaining.,[]
2025-06-30 22:15:23,False,0,[],|,False,0,[],|,False,Counting flickers... 10.0 seconds remaining.,|,False,0,[],|,True,21,"['1 pitch: 4.0 seconds', '2 pitch: 5.0 seconds', '3 pitch: 6.0 seconds', '4 pitch: 3.0 seconds', '5 pitch: 11.0 seconds', '6 pitch: 5.0 seconds', '7 pitch: 12.0 seconds', '8 pitch: 12.0 seconds', '9 pitch: 4.0 seconds', '10 pitch: 3.0 seconds', '11 pitch: 4.0 seconds', '12 pitch: 3.0 seconds', '13 pitch: 5.0 seconds', '14 pitch: 13.0 seconds', '15 pitch: 4.0 seconds', '16 pitch: 6.0 seconds', '17 pitch: 5.0 seconds', '18 pitch: 10.0 seconds', '19 pitch: 13.0 seconds', '20 pitch: 4.0 seconds', '21 pitch: 10.0 seconds']",|,False,Counting yawns... 73.0 seconds remaining.,[]
2025-06-30 22:15:32,False,0,[],|,False,0,[],|,False,Counting flickers... 1.0 seconds remaining.,|,False,0,[],|,True,22,"['1 pitch: 4.0 seconds', '2 pitch: 5.0 seconds', '3 pitch: 6.0 seconds', '4 pitch: 3.0 seconds', '5 pitch: 11.0 seconds', '6 pitch: 5.0 seconds', '7 pitch: 12.0 seconds', '8 pitch: 12.0 seconds', '9 pitch: 4.0 seconds', '10 pitch: 3.0 seconds', '11 pitch: 4.0 seconds', '12 pitch: 3.0 seconds', '13 pitch: 5.0 seconds', '14 pitch: 13.0 seconds', '15 pitch: 4.0 seconds', '16 pitch: 6.0 seconds', '17 pitch: 5.0 seconds', '18 pitch: 10.0 seconds', '19 pitch: 13.0 seconds', '20 pitch: 4.0 seconds', '21 pitch: 10.0 seconds', '22 pitch: 3.0 seconds']",|,False,Counting yawns... 64.0 seconds remaining.,[]
2025-06-30 22:15:33,False,0,[],|,False,0,[],|,True,28,|,False,0,[],|,False,Counting pitches...,[],|,False,Counting yawns... 64.0 seconds remaining.,[]
2025-06-30 22:16:32,False,0,[],|,False,0,[],|,True,27,|,False,0,[],|,False,Counting pitches...,[],|,False,Counting yawns... 4.0 seconds remaining.,[]
2025-06-30 22:16:36,False,0,[],|,False,0,[],|,False,Counting flickers... 56.0 seconds remaining.,|,False,0,[],|,False,Counting pitches...,[],|,True,0,[]
2025-06-30 22:16:48,False,0,[],|,False,0,[],|,False,Counting flickers... 44.0 seconds remaining.,|,False,0,[],|,True,23,"['1 pitch: 4.0 seconds', '2 pitch: 5.0 seconds', '3 pitch: 6.0 seconds', '4 pitch: 3.0 seconds', '5 pitch: 11.0 seconds', '6 pitch: 5.0 seconds', '7 pitch: 12.0 seconds', '8 pitch: 12.0 seconds', '9 pitch: 4.0 seconds', '10 pitch: 3.0 seconds', '11 pitch: 4.0 seconds', '12 pitch: 3.0 seconds', '13 pitch: 5.0 seconds', '14 pitch: 13.0 seconds', '15 pitch: 4.0 seconds', '16 pitch: 6.0 seconds', '17 pitch: 5.0 seconds', '18 pitch: 10.0 seconds', '19 pitch: 13.0 seconds', '20 pitch: 4.0 seconds', '21 pitch: 10.0 seconds', '22 pitch: 3.0 seconds', '23 pitch: 4.0 seconds']",|,False,Counting yawns... 168.0 seconds remaining.,[]
2025-06-30 22:17:12,False,0,[],|,False,0,[],|,False,Counting flickers... 20.0 seconds remaining.,|,False,0,[],|,True,24,"['1 pitch: 4.0 seconds', '2 pitch: 5.0 seconds', '3 pitch: 6.0 seconds', '4 pitch: 3.0 seconds', '5 pitch: 11.0 seconds', '6 pitch: 5.0 seconds', '7 pitch: 12.0 seconds', '8 pitch: 12.0 seconds', '9 pitch: 4.0 seconds', '10 pitch: 3.0 seconds', '11 pitch: 4.0 seconds', '12 pitch: 3.0 seconds', '13 pitch: 5.0 seconds', '14 pitch: 13.0 seconds', '15 pitch: 4.0 seconds', '16 pitch: 6.0 seconds', '17 pitch: 5.0 seconds', '18 pitch: 10.0 seconds', '19 pitch: 13.0 seconds', '20 pitch: 4.0 seconds', '21 pitch: 10.0 seconds', '22 pitch: 3.0 seconds', '23 pitch: 4.0 seconds', '24 pitch: 8.0 seconds']",|,False,Counting yawns... 144.0 seconds remaining.,[]
2025-06-30 22:17:20,False,0,[],|,False,0,[],|,False,Counting flickers... 12.0 seconds remaining.,|,False,0,[],|,True,25,"['1 pitch: 4.0 seconds', '2 pitch: 5.0 seconds', '3 pitch: 6.0 seconds', '4 pitch: 3.0 seconds', '5 pitch: 11.0 seconds', '6 pitch: 5.0 seconds', '7 pitch: 12.0 seconds', '8 pitch: 12.0 seconds', '9 pitch: 4.0 seconds', '10 pitch: 3.0 seconds', '11 pitch: 4.0 seconds', '12 pitch: 3.0 seconds', '13 pitch: 5.0 seconds', '14 pitch: 13.0 seconds', '15 pitch: 4.0 seconds', '16 pitch: 6.0 seconds', '17 pitch: 5.0 seconds', '18 pitch: 10.0 seconds', '19 pitch: 13.0 seconds', '20 pitch: 4.0 seconds', '21 pitch: 10.0 seconds', '22 pitch: 3.0 seconds', '23 pitch: 4.0 seconds', '24 pitch: 8.0 seconds', '25 pitch: 3.0 seconds']",|,False,Counting yawns... 136.0 seconds remaining.,[]
2025-06-30 22:17:31,False,0,[],|,False,0,[],|,False,Counting flickers... 1.0 seconds remaining.,|,False,0,[],|,True,26,"['1 pitch: 4.0 seconds', '2 pitch: 5.0 seconds', '3 pitch: 6.0 seconds', '4 pitch: 3.0 seconds', '5 pitch: 11.0 seconds', '6 pitch: 5.0 seconds', '7 pitch: 12.0 seconds', '8 pitch: 12.0 seconds', '9 pitch: 4.0 seconds', '10 pitch: 3.0 seconds', '11 pitch: 4.0 seconds', '12 pitch: 3.0 seconds', '13 pitch: 5.0 seconds', '14 pitch: 13.0 seconds', '15 pitch: 4.0 seconds', '16 pitch: 6.0 seconds', '17 pitch: 5.0 seconds', '18 pitch: 10.0 seconds', '19 pitch: 13.0 seconds', '20 pitch: 4.0 seconds', '21 pitch: 10.0 seconds', '22 pitch: 3.0 seconds', '23 pitch: 4.0 seconds', '24 pitch: 8.0 seconds', '25 pitch: 3.0 seconds', '26 pitch: 5.0 seconds']",|,False,Counting yawns... 125.0 seconds remaining.,[]
2025-06-30 22:17:32,False,0,[],|,False,0,[],|,True,32,|,False,0,[],|,False,Counting pitches...,[],|,False,Counting yawns... 124.0 seconds remaining.,[]
2025-06-30 22:17:43,False,0,[],|,False,0,[],|,False,Counting flickers... 49.0 seconds remaining.,|,False,0,[],|,True,27,"['1 pitch: 4.0 seconds', '2 pitch: 5.0 seconds', '3 pitch: 6.0 seconds', '4 pitch: 3.0 seconds', '5 pitch: 11.0 seconds', '6 pitch: 5.0 seconds', '7 pitch: 12.0 seconds', '8 pitch: 12.0 seconds', '9 pitch: 4.0 seconds', '10 pitch: 3.0 seconds', '11 pitch: 4.0 seconds', '12 pitch: 3.0 seconds', '13 pitch: 5.0 seconds', '14 pitch: 13.0 seconds', '15 pitch: 4.0 seconds', '16 pitch: 6.0 seconds', '17 pitch: 5.0 seconds', '18 pitch: 10.0 seconds', '19 pitch: 13.0 seconds', '20 pitch: 4.0 seconds', '21 pitch: 10.0 seconds', '22 pitch: 3.0 seconds', '23 pitch: 4.0 seconds', '24 pitch: 8.0 seconds', '25 pitch: 3.0 seconds', '26 pitch: 5.0 seconds', '27 pitch: 3.0 seconds']",|,False,Counting yawns... 113.0 seconds remaining.,[]
2025-06-30 22:18:07,False,0,[],|,False,0,[],|,False,0,|,True,11,"['1 micro sleep: 2.0 seconds', '2 micro sleep: 2.0 seconds', '3 micro sleep: 2.0 seconds', '4 micro sleep: 3.0 seconds', '5 micro sleep: 2.0 seconds', '6 micro sleep: 3.0 seconds', '7 micro sleep: 2.0 seconds', '8 micro sleep: 3.0 seconds', '9 micro sleep: 4.0 seconds', '10 micro sleep: 3.0 seconds', '11 micro sleep: 2.0 seconds']",|,False,Counting pitches...,[],|,False,Counting yawns... 89.0 seconds remaining.,[]
2025-06-30 22:18:26,False,0,[],|,False,0,[],|,False,0,|,True,12,"['1 micro sleep: 2.0 seconds', '2 micro sleep: 2.0 seconds', '3 micro sleep: 2.0 seconds', '4 micro sleep: 3.0 seconds', '5 micro sleep: 2.0 seconds', '6 micro sleep: 3.0 seconds', '7 micro sleep: 2.0 seconds', '8 micro sleep: 3.0 seconds', '9 micro sleep: 4.0 seconds', '10 micro sleep: 3.0 seconds', '11 micro sleep: 2.0 seconds', '12 micro sleep: 2.0 seconds']",|,False,Counting pitches...,[],|,False,Counting yawns... 70.0 seconds remaining.,[]
2025-06-30 22:18:30,False,0,[],|,False,0,[],|,False,0,|,True,13,"['1 micro sleep: 2.0 seconds', '2 micro sleep: 2.0 seconds', '3 micro sleep: 2.0 seconds', '4 micro sleep: 3.0 seconds', '5 micro sleep: 2.0 seconds', '6 micro sleep: 3.0 seconds', '7 micro sleep: 2.0 seconds', '8 micro sleep: 3.0 seconds', '9 micro sleep: 4.0 seconds', '10 micro sleep: 3.0 seconds', '11 micro sleep: 2.0 seconds', '12 micro sleep: 2.0 seconds', '13 micro sleep: 3.0 seconds']",|,False,Counting pitches...,[],|,False,Counting yawns... 66.0 seconds remaining.,[]
2025-06-30 22:18:31,False,0,[],|,False,0,[],|,True,33,|,False,0,[],|,False,Counting pitches...,[],|,False,Counting yawns... 65.0 seconds remaining.,[]
2025-06-30 22:18:32,False,0,[],|,False,0,[],|,False,Counting flickers... 59.0 seconds remaining.,|,False,0,[],|,True,28,"['1 pitch: 4.0 seconds', '2 pitch: 5.0 seconds', '3 pitch: 6.0 seconds', '4 pitch: 3.0 seconds', '5 pitch: 11.0 seconds', '6 pitch: 5.0 seconds', '7 pitch: 12.0 seconds', '8 pitch: 12.0 seconds', '9 pitch: 4.0 seconds', '10 pitch: 3.0 seconds', '11 pitch: 4.0 seconds', '12 pitch: 3.0 seconds', '13 pitch: 5.0 seconds', '14 pitch: 13.0 seconds', '15 pitch: 4.0 seconds', '16 pitch: 6.0 seconds', '17 pitch: 5.0 seconds', '18 pitch: 10.0 seconds', '19 pitch: 13.0 seconds', '20 pitch: 4.0 seconds', '21 pitch: 10.0 seconds', '22 pitch: 3.0 seconds', '23 pitch: 4.0 seconds', '24 pitch: 8.0 seconds', '25 pitch: 3.0 seconds', '26 pitch: 5.0 seconds', '27 pitch: 3.0 seconds', '28 pitch: 16.0 seconds']",|,False,Counting yawns... 63.0 seconds remaining.,[]
